No,Kode Saham,Nama Perusahaan,Remarks,Sebelumnya,Open Price,Tanggal Perdagangan Terakhir,First Trade,Tertinggi,Terendah,Penutupan,Selisih,Volume,Nilai,Frekuensi,Index Individual,Offer,Offer Volume,Bid,Bid Volume,Listed Shares,Tradeble Shares,Weight For Index,Foreign Sell,Foreign Buy,Non Regular Volume,Non Regular Value,Non Regular Frequency
802,VICO,Victoria Investama Tbk.,--U-1105000000G511------------,148,0,09 Jan 2023,0,155,138,138,-10,713200,99420400,355,117.3,139,26000,138,179400,15217075658,15217075658,1584097576,0,0,0,0,0
803,VINS,Victoria Insurance Tbk.,--U-2100000000G412------------,133,0,09 Jan 2023,0,134,124,125,-8,3983200,502612200,568,119,126,48400,125,527500,1460573616,1460573616,395085163,0,40000,0,0,0
804,VIVA,Visi Media Asia Tbk.,--U-2100000000E612-E---------X,50,0,09 Jan 2023,0,50,50,50,0,1800,90000,8,16.7,50,71674000,0,0,16464270400,16464270400,7779367764,0,0,0,0,0
805,VOKS,Voksel Electric Tbk.,--U-1130000000C131------------,136,0,09 Jan 2023,0,141,135,140,4,16300,2268900,37,61.9,140,5400,135,3000,4155602595,4155602595,1532170677,0,0,0,0,0
806,VRNA,Mizuho Leasing Indonesia Tbk.,--U-2100000000G211------------,99,0,09 Jan 2023,0,105,97,99,0,459600,46996600,167,99.9,100,3000,99,18600,5687353997,5687353997,426551550,0,0,0,0,0
807,VTNY,Venteny Fortuna International Tbk.,--U-2100000000G211------------,444,0,09 Jan 2023,0,450,426,446,2,43996600,19321402800,882,123.9,448,58800,446,57800,6265193445,4874160740,1302533717,174800,14600,0,0,0
808,WAPO,Wahana Pronatural Tbk.,--U-2130000000D232------------,212,0,09 Jan 2023,0,220,202,204,-8,9387800,1981441200,1898,116.6,206,37500,204,116900,1240923111,1240923111,280820900,417900,916100,0,0,0
809,WEGE,Wijaya Karya Bangunan Gedung Tbk.,--M-1135050000J211------------,139,0,09 Jan 2023,0,141,133,133,-6,10235300,1396499800,680,45.9,136,1500,133,1297300,9572000000,9572000000,2871600000,0,2300000,0,0,0
810,WEHA,WEHA Transportasi Indonesia Tbk.,--U-1130000000K132------------,107,0,09 Jan 2023,0,108,105,106,-1,7644100,815734200,474,49.3,106,326500,105,1154000,1460554819,1460554819,434953225,0,0,0,0,0
811,WGSH,Wira Global Solusi Tbk.,--U-3000000000I131------------,140,0,09 Jan 2023,0,144,140,142,2,75600,10716500,33,101.4,143,5100,142,37800,1042500000,1042500000,0,0,0,0,0,0
812,WICO,Wicaksana Overseas International Tbk.,--U-2100000000D112------------,378,0,09 Jan 2023,0,400,352,400,22,1500,545600,7,20.7,400,700,358,100,1391304367,1391304367,94747827,0,0,0,0,0
813,WIFI,Solusi Sinergi Digital Tbk.,--M-1130400000I111------------,131,0,09 Jan 2023,0,133,129,130,-1,44749700,5862483200,2975,24.5,130,456700,129,973200,2255321287,2254841287,1083230814,1372800,1999400,9500000,1244500000,2
814,WIIM,Wismilak Inti Makmur Tbk.,--M-1100000000D311------------,630,0,09 Jan 2023,0,640,610,620,-10,4736700,2928690500,418,95.4,620,73200,615,88400,2099873760,2099873760,664820032,263200,103600,0,0,0
815,WIKA,Wijaya Karya (Persero) Tbk.,--MO1HAMV56000J211------------,765,765,09 Jan 2023,770,775,730,730,-35,13680400,10168683000,2848,187.6,735,216900,730,45400,8969951372,8969951372,3132307019,72300,688900,50000,37500000,1
816,WINR,Winner Nusantara Jaya Tbk.,--U-1130000000H111------------,50,0,09 Jan 2023,0,50,50,50,0,69300,3465000,37,50,50,40313000,0,0,5235229703,5235229703,1494656519,0,0,0,0,0
817,WINS,Wintermar Offshore Marine Tbk.,--U-1130000000A132------------,282,0,09 Jan 2023,0,286,266,270,-12,4116000,1128137000,678,73,272,39500,270,953400,4358812057,4358812057,1959721901,859900,558200,0,0,0
818,WIRG,WIR ASIA Tbk.,--U-2135000000I131------------,109,0,09 Jan 2023,0,117,110,113,4,56206700,6356610500,2740,67.3,113,345700,112,3249100,11929929010,11929929010,5543820959,3129600,6510800,0,0,0
819,WMPP,Widodo Makmur Perkasa Tbk.,--U-1135000000D231------------,71,0,09 Jan 2023,0,72,67,67,-4,92982800,6340277600,1545,41.9,67,3388700,0,0,29419000000,29385630250,6545727500,1432600,753100,54162000,3791340000,1
820,WMUU,Widodo Makmur Unggas Tbk.,--M-1135000000D231------------,62,0,09 Jan 2023,0,59,58,58,-4,33322700,1932837700,1246,32.2,58,123515900,0,0,12941176500,12941176500,3236588243,0,0,0,0,0
821,WOMF,Wahana Ottomitra Multiartha Tbk.,XDU-1100000000G211------------,256,0,09 Jan 2023,0,258,252,256,0,44100,11300800,42,38.8,256,9900,254,18600,3481481480,3481481480,261111111,0,0,0,0,0
822,WOOD,Integra Indocabinet Tbk.,--M-1135000000E211------------,342,0,09 Jan 2023,0,350,338,340,-2,3009000,1026511000,375,130.8,342,1600,340,186900,6437500000,6437500000,1712375000,67700,1900,0,0,0
823,WOWS,Ginting Jaya Energi Tbk.,--U-2130000000A132-----------X,50,0,09 Jan 2023,0,50,50,50,0,5400,270000,5,11.1,50,21927200,0,0,2475720000,2475720000,1217063952,0,0,0,0,0
824,WSBP,Waskita Beton Precast Tbk.,--U-2105000000B121ME---------X,95,0,09 Jan 2023,0,0,0,95,0,0,0,0,19.4,0,0,0,0,26361157534,26361157534,8696545870,0,0,0,0,0
825,WSKT,Waskita Karya (Persero) Tbk.,--U-1809L00000J211------------,350,0,09 Jan 2023,0,354,326,326,-24,45435700,15380604600,4698,99,328,52600,326,882800,28806807016,28806807016,7100877929,1813000,1788100,0,0,0
826,WTON,Wijaya Karya Beton Tbk.,--M-1135050000B121------------,184,0,09 Jan 2023,0,186,179,179,-5,5806800,1057776400,1321,30.3,183,47600,179,306200,8715466600,8715466600,2918809764,200,0,0,0,0
827,YELO,Yelooo Integra Datanet Tbk.,--U-2130000000E711------------,56,0,09 Jan 2023,0,63,57,61,5,159934600,9643714900,9386,39.7,61,4214200,60,1013100,1912774405,1912774405,1075361770,0,81700,0,0,0
828,YPAS,Yanaprima Hastapersada Tbk,--U-2130000000B131------------,650,0,09 Jan 2023,0,665,635,635,-15,4300,2744000,13,116.5,645,100,635,100,668000089,668000089,65597609,0,0,0,0,0
829,YULE,Yulie Sekuritas Indonesia Tbk.,--U-2105000000G312------------,2230,0,09 Jan 2023,0,0,0,2230,0,0,0,0,1058,2510,100,2200,200,1785000000,1785000000,1232542500,0,0,3223088,6704023040,8
830,ZATA,Bersama Zatta Jaya Tbk.,--U-1130000000E741------------,112,0,09 Jan 2023,0,117,105,106,-6,31110700,3292350400,2092,106,106,115100,105,693400,8496000000,1700000000,1099382400,49500,150000,0,0,0
831,ZBRA,Dosni Roha Indonesia Tbk.,--U-2135000000C311------------,540,0,09 Jan 2023,0,540,535,540,0,170500,91819500,57,381.1,540,108600,535,2600,2510706263,2510706263,424560429,0,105000,0,0,0
832,ZINC,Kapuas Prima Coal Tbk.,--U-2105000000B146------------,50,0,09 Jan 2023,0,50,50,50,0,1659100,82955000,77,178.2,50,78877000,0,0,25250000000,25250000000,7456325000,0,0,0,0,0
833,ZONE,Mega Perintis Tbk.,--M-2135000000E741------------,1205,0,09 Jan 2023,0,1215,1205,1205,0,114000,138031000,41,404.4,1205,700,1195,500,870171478,870171478,116167892,0,0,0,0,0
834,ZYRX,Zyrexindo Mandiri Buana Tbk.,--U-2130000000I221------------,310,0,09 Jan 2023,0,312,306,310,0,104200,32191600,51,124,310,18200,306,32600,1333333842,1333333842,333333458,54800,0,0,0,0
